query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
260,0.5082,146.1654,575.3754,429.2100,WMBODJDHWWGSJT,"beta-D-Glucopyranoside, 3,6-dihydroxy-3-[(1E)-3-hydroxy-1-buten-1-yl]-2,4,4-trimethylcyclohexyl",CC(O)/C=C/C1(O)C(C)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)CC1(C)C,1098.9810,560,,,,,,Megastigmanes,Apocarotenoids,Terpenoids
261,0.8226,69.2329,820.3481,889.5810,KWOZSBGNAHVCKG,Bacteriopheophytin,CC[C@@H]1[C@H](C2=CC3=C(C(=C(N3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)N6)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)C(=O)C)C,1097.6080,561,,,,,,,,Alkaloids
262,0.8226,50.0245,743.3225,793.3470,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1102.0440,564,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
263,0.8226,61.9769,703.3321,765.3090,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1109.9180,569,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
264,0.8226,46.0228,817.3228,771.3000,STGNMXQTWDOGSE,Hoiamide C,CCC[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](CC1=NC(=CS1)C1=N[C@](C)(CS1)C1=N[C@](C)(CS1)C(=O)N[C@@H]([C@@H](C)CC)[C@@H](O)[C@@H](C)C(=O)OCC)OC,1114.0700,572,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Open-chain polyketides,Linear polyketides,Amino acids and Peptides; Polyketides
265,0.3669,14.2206,531.3506,517.1300,YDDUMTOHNYZQPO,cynarin,O=C(OC1CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)(C(=O)O)CC(O)C1O)C=CC3=CC=C(O)C(O)=C3,1114.5770,573,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Quinic acids and derivatives,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
266,0.6649,141.0471,878.3621,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1124.1750,575,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
267,0.6649,74.0533,515.2637,589.3170,FHTSKUYELRWGGJ,"""12b-O-[deca-2Z,4E,7Z-trienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol """,[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\C/C=C\CC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1109.0690,576,,,,,,Tigliane diterpenoids,Diterpenoids,Terpenoids
268,0.6649,752.3201,844.3720,1596.6921,ZIHHMGTYZOSFRC,COENZYME B12,CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)O[C@H]1[C@@H](O)[C@@H]([n+]6c[nH]c7cc(C)c(C)cc76)O[C@@H]1CO)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[CH2][C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[Co+2],1115.9470,577,,,,,,,,
269,0.8226,43.0099,840.3191,883.3290,CRXDBBAZDKEROX,euphodendroidin R,C[C@@]1(OC(C2=CN=CC=C2)=O)C[C@](OC(C)=O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C3=CN=CC=C3)=O)[C@H](OC(C)=O)[C@@H](OC(C4=CC=CC=C4)=O)C([C@@H]5OC(C)=O)=C)=O)[C@]5([H])[C@H]1OC(C)=O,1116.1880,578,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
270,0.8226,54.9975,848.3445,793.3470,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1124.9950,579,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
271,0.9703,0.0001,723.2991,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,1131.9240,580,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
272,0.3530,253.3100,301.1400,554.4500,CNYVJTJLUKKCGM,Rhodopin,CC(=CC=CC(=CC=CC=C(C=CC=C(C)C=CC=C(CCC=C(C)C)C)C)C)C=CC=C(C)CCCC(C)(C)O,1126.7160,582,,,,,,"Carotenoids (C40, Ψ-Ψ)",Carotenoids (C40),Terpenoids
273,0.8226,55.9697,767.3453,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1124.4320,584,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
274,0.9415,0.0008,789.3318,789.3310,AWVNBSKIKNPOBG,terracinolide J,O[C@]12[C@@]([C@@H](OC(C)=O)[C@@](OC(C)=O)(C)C2)([H])[C@@H](OC3=O)[C@](CC3)(OC(C(C)C)=O)[C@H](OC(C(C)C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C1=O,1124.4180,585,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Jatrophane diterpenoids,Diterpenoids,Terpenoids
275,0.6649,357.1454,487.3222,844.4676,YQDXYGOKFNYKCJ,"(2S,3S,4S,5R,6R)-6-[[(2S,3R,4R,6aR,6bS,8aS,14bR)-2-hydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)O)C,1130.4110,587,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
276,0.9482,0.0002,765.3092,765.3090,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1146.8700,588,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
277,0.9703,0.0001,723.2991,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,1135.0350,589,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
278,0.8700,0.0012,595.2522,595.2510,LOOFGUAWTZPQEG,"(1S,2R,4S,9R,10R,14S,15S,17S)-9-(3-Furyl)-1-hydroxy-15-(2-methoxy-2-oxoethyl)-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.0~2,4~.0~4,13~.0~5,10~]octadec-17-yl 2-methylpropanoate",COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C(C)C)[C@]2(O)[C@H]3O[C@@]34C(CC[C@]5(C)C4CC(=O)O[C@H]5C6=COC=C6)[C@@]1(C)C2=O,1136.7320,590,,,,,,Limonoids,Triterpenoids,Terpenoids
279,0.6649,126.0279,581.2741,707.3020,KYOXKUIYXAIFBB,euphodendroidin E,C[C@H]1C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1138.8610,591,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
280,0.8217,85.0740,553.2431,638.3171,NOFXXAHHOJWYAL,MEGxp0_000277,C=C1[C@H](OC(C)=O)[C@H]2[C@@H](OC(C)=O)C(C)C[C@]2(OC(C)=O)C(=O)[C@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(=O)C(C)C)[C@H]1OC(C)=O,1137.5510,592,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
281,0.7512,10.1076,784.3316,774.2240,LSMKTLJKBSXMMR,"[(2R,3S,4S,5R,6S)-6-[(2S,4R,5R,6S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,1138.8640,593,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
282,0.6076,58.1724,443.2979,385.1255,HQPSNGXRJBMMAL,"[(3aS,4S,5S,6E,10Z,11aR)-6-formyl-5-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 2-methylprop-2-enoate",CC(=C)C(=O)O[C@H]1[C@@H]2[C@@H](/C=C(/CC/C=C(\[C@@H]1O)/C=O)\CO)OC(=O)C2=C,1142.2550,595,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Germacranolides and derivatives,Germacrane sesquiterpenoids,Sesquiterpenoids,Terpenoids
283,0.6649,66.0503,725.3173,659.2670,NLKSLCYYSLLAMB,"3,5,7,15-tetraacetoxy-2-hydroxy-8-isobutyroyloxy-9,14-dioxojatropha-6(17),11E-diene (2)",C=C([C@@H]1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C(C(C)(C)/C=C/[C@@H](C)C([C@]2(OC(C)=O)[C@]1([H])[C@@H](OC(C)=O)[C@](C)(O)C2)=O)=O,1146.0940,599,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
284,0.9482,0.0002,765.3092,765.3090,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1146.8700,601,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
285,0.6649,65.0314,858.3684,793.3370,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1146.1680,602,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
286,0.8226,68.0055,655.2755,723.2810,FEESWVAHLOUZGM,"""3_,5_,15_-O-triacetoxy-7_-14_-O-dibenzoyloxymyrsinol """,C[C@H]1C[C@@]2(OC(C)=O)[C@]([C@@H](OC(C)=O)[C@@]([C@H](OC(C3=CC=CC=C3)=O)C=C[C@@H]4C(C)=C)(CO5)[C@]4([H])[C@]5(C)[C@@H]2OC(C6=CC=CC=C6)=O)([H])[C@H]1OC(C)=O,1147.3890,604,,,,,,Myrsinane diterpenoids,Diterpenoids,Terpenoids
287,0.8226,25.0763,836.3837,861.4600,HTQZMYJOORIJOA,bulbiferamide B,O=C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CCCNC(N)=N)C(N[C@H]1[C@H](C)O)=O)=O)[C@H](CC2=CN(C1=O)C3=CC=CC=C23)NC([C@H](CC(C)C)NC(N[C@@H](CC4=CC=CC=C4)C(O)=O)=O)=O,1145.7970,605,,,,,,Anabaenopeptins; Cyclic peptides,Oligopeptides,Amino acids and Peptides
288,0.3666,146.1672,399.2718,253.1046,DHVXMTMJTVCPBB,2-(6-hydroxyhexyl)-3-methylidenebutanedioic acid,C=C(C(=O)O)C(CCCCCCO)C(=O)O,1150.8500,608,,,,,,Dicarboxylic acids; Hydroxy fatty acids,Fatty Acids and Conjugates,Fatty acids
289,0.9191,0.0005,597.2685,597.2690,MVZQKKYLZHTDHU,"1H-Cyclopentacyclododecene-4,10(2H,5H)-dione, 3a,9,13-tris(acetyloxy)-1-(benzoyloxy)-3,3a,8,9,13,13a-hexahydro-2,5,8,8,12-pentamethyl-, (6E,11E)-",CC1CC2(OC(C)=O)C(C1OC(=O)C3=CC=CC=C3)C(OC(C)=O)C(=C/C(=O)C(OC(C)=O)C(C)(C)/C=C/C(C)C2=O)/C,1164.8540,609,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
290,0.6611,165.0159,758.3741,923.3900,DINQLGRRIYZCPG,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-13-(acetyloxy)-15,17-dihydroxy-11-methoxy-26-[(4-methoxyphenyl)amino]-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(NC5=CC=C(OC)C=C5)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(OC(=O)C(C)(C)C)=C3C)C)C,1157.3690,610,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
291,0.9091,0.0002,439.3568,439.3570,CQZMBKGZISMEKF,"(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R)-4-hydroxy-6-methylhept-5-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one",C[C@H](CC(C=C(C)C)O)[C@@H](CC1)[C@@](C)(CC[C@@]2(C)C(CCC(C3(C)C)O)C3=C3)[C@]1(C)C2C3=O,1157.7300,612,,,,,,Cucurbitane triterpenoids,Triterpenoids,Terpenoids
292,0.8226,69.0214,806.3364,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1161.9640,614,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
293,0.9423,0.0007,707.3033,707.3040,KYOXKUIYXAIFBB,euphodendroidin E,C[C@H]1C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1164.5680,617,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
294,0.8226,70.9783,667.3107,738.2890,FAIPNHMNCVVHLA,"5,15-O-diacetyl-14-O-benzoyl-7-O-nicotinyl-3-O-propanoylmyrsinol",C[C@H]1C[C@@]2(OC(C)=O)[C@]([C@@H](OC(C)=O)[C@@]([C@H](OC(C3=CC=CN=C3)=O)C=C[C@@H]4C(C)=C)(CO5)[C@]4([H])[C@]5(C)[C@@H]2OC(C6=CC=CC=C6)=O)([H])[C@H]1OC(CC)=O,1165.1350,618,,,,,,Myrsinane diterpenoids,Diterpenoids,Terpenoids
295,0.9197,0.0004,597.2686,597.2690,MVZQKKYLZHTDHU,"1H-Cyclopentacyclododecene-4,10(2H,5H)-dione, 3a,9,13-tris(acetyloxy)-1-(benzoyloxy)-3,3a,8,9,13,13a-hexahydro-2,5,8,8,12-pentamethyl-, (6E,11E)-",CC1CC2(OC(C)=O)C(C1OC(=O)C3=CC=CC=C3)C(OC(C)=O)C(=C/C(=O)C(OC(C)=O)C(C)(C)/C=C/C(C)C2=O)/C,1164.8540,621,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
296,0.8217,53.9717,625.3013,679.2730,QJMXHGRSTYIVBE,"3,7,13,17-O-tetraacetyl-5-O-benzoyl-14-oxopremyrsinol",O=C1[C@@](C)(OC(C)=O)[C@@]2([H])[C@]([C@H](OC(C)=O)C[C@@]3([H])[C@]2([H])C3(C)C)(COC(C)=O)[C@H](OC(C4=CC=CC=C4)=O)[C@@]5([H])[C@@H](OC(C)=O)[C@@H](C)C[C@@]51O,1172.0140,628,,,,,,Premyrsinane diterpenoids,Diterpenoids,Terpenoids
297,0.7484,174.1603,828.3797,1002.5400,IMXKHFILKMPFGB,FR900359,CCC(=O)N[C@@H]([C@@H](C(C)C)O)C(=O)O[C@@H]([C@H]1C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H](C(=O)N(C(=C)C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)C)C)C)C)CC2=CC=CC=C2)NC(=O)C)C(C)C)[C@@H](C)OC)C)C(C)C,1168.7150,629,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
298,0.8226,26.0399,741.3129,715.2730,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,1174.5650,634,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
299,0.8226,21.9830,801.3320,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1174.5430,635,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
300,0.8966,0.0013,823.3137,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1173.3840,636,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
301,0.9717,0.0000,757.2840,757.2840,FAUWZNGPMHRLMW,euphodendroidin N,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,1177.1840,637,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
302,0.6078,415.0812,428.1888,843.2700,NZSWNNDHPOTJNH,Albicidin (LTQ-Orbitrap),C/C(C(NC1=CC=C(C(NC(CC#N)C(NC2=CC=C(C(NC3=CC=C(C(NC4=CC=C(C(O)=O)C(O)=C4OC)=O)C(O)=C3OC)=O)C=C2)=O)=O)C=C1)=O)=C\C5=CC=C(O)C=C5,1180.4350,639,,,,,,,,
303,0.8226,5.9361,711.3369,717.2730,CZFMBNIKGDJPJQ,"(2R,3R,4S,5R,7S,8R,9S,13R,15R)-3,5,7,8,9,14,15-Heptaacetoxy-14-oxojatropha-6(17),11E-diene / jatrophane ester isolated from Euphorbia amygdaloides ssp semiperfoliata",C[C@@]1(OC(C)=O)C[C@@](C([C@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C([C@@H]2OC(C)=O)=C)=O)(OC(C)=O)[C@]2([H])[C@H]1OC(C)=O,1181.4620,640,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
304,0.8226,54.9786,848.3256,793.3470,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1190.1790,641,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
305,0.6649,23.8411,764.3641,740.5230,DRIVXEVMDWCWLI,PE(16:0/20:4),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1186.9000,642,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
306,0.8226,28.0290,751.3280,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,1182.6920,643,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
307,0.8217,82.0041,537.2479,619.2520,JOOLMUIIRGMMFV,"3,7,15-O-triacetyl-5-O-benzoyl-13,17-oxy-14-oxopremyrsinol",[H][C@@]1([C@@](OC2)3C)[C@]4([H])[C@@]([H])(C4(C)C)C[C@@H](OC(C)=O)[C@@]12[C@H](OC(C5=CC=CC=C5)=O)[C@]6([H])[C@](OC(C)=O)(C[C@@H]([C@@H]6OC(C)=O)C)C3=O,1181.4240,645,,,,,,Lathyrane diterpenoids,Diterpenoids,Terpenoids
308,0.6644,160.0724,521.2734,361.2010,OIGNJSKKLXVSLS,Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,1184.9590,648,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,Pregnane steroids,Steroids,Terpenoids
309,0.8659,0.0030,884.4030,884.4000,XRJZHIKWAQXHES,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-26-(4-benzoylpiperazin-1-yl)-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25-heptaen-13...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(O)=C3C)N5CCN(C(=O)C=6C=CC=CC6)CC5)C)C,1201.3770,649,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
