query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
312,0.5869,0.0004,217.1546,217.1550,KRNYOVHEKOBTEF,Val-Val,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,87.6400,89,,,,,,Dipeptides,Small peptides,Amino acids and Peptides
313,0.4369,34.8644,377.1226,411.9870,ONULIJKIOVFEGR,N-(4-bromo-2-fluorophenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide CollisionEnergy:102040,Cn1c(SCC(O)=Nc2ccc(Br)cc2F)nc2c(O)ncnc21,318.6430,695,,,,,,,,Alkaloids
314,0.6611,47.0162,398.1478,445.1640,YDUGFTMNXJLIFF,Doxycycline hyclate10592-13-9,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(O)C3(O)C(=C2C(=O)c4c(O)cccc14)O)C(=O)N,274.0860,499,,,,,,Tetracyclines,Polycyclic aromatic polyketides,Polyketides
315,0.8217,5.9825,634.3045,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:205060,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,552.8760,1163,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
316,0.6649,3.0105,378.1205,375.1100,NBVTYGIYKCPHQN,Chrysosplenetin B,O=C1C(OC)=C(OC2=CC(OC)=C(OC)C(O)=C12)C=3C=CC(O)=C(OC)C3,288.7290,563,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,7-O-methylated flavonoids,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
317,0.6649,68.5187,361.1657,292.6470,LUZRJRNZXALNLM,dihydroergotamine CollisionEnergy:205060,CN1CC(C(O)=NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,326.9920,737,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives,"Ergotamines, dihydroergotamines, and derivatives",Ergot alkaloids,Tryptophan alkaloids,Alkaloids
318,0.7184,53.0004,662.2726,715.2730,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,559.5390,1181,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
319,0.8217,26.0161,263.1391,237.1230,MIDZLCFIAINOQN,Phe-Ala,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N,250.1240,360,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
320,0.7577,0.0002,452.1708,452.1710,JFVKWCYZKMUTLH,,COC1=C(OC)C=C2C(OC[C@@H]3OC4=C(C=CC5=C4C[C@H](O5)C(C)=C)C(=O)[C@]23O)=C1,254.7650,404,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,Rotenoids,Isoflavonoids,Shikimates and Phenylpropanoids
321,0.7592,36.0145,555.2465,591.2610,DWCKSBOSIIXYJK,,CC(C)c1ccc(cc1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)N7CCC(CC7)C(=O)O,593.6900,1209,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
322,0.6453,109.6066,715.8024,825.4090,OGWKCGZFUXNPDA,Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,637.0590,1223,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
323,0.5251,82.0633,307.1187,389.1820,KXLLMZMKIMFEFF,"(2R)-1-[(2S)-3-methyl-2-[(3-oxo-2,4-dihydroquinoxaline-1-carbonyl)amino]butanoyl]pyrrolidine-2-carboxylic acid""",CC(C)[C@H](NC(=O)N1CC(=O)Nc2ccccc12)C(=O)N3CCC[C@@H]3C(=O)O,272.8480,502,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Tripeptides,Small peptides,Amino acids and Peptides
324,0.7513,0.0001,340.1269,340.1270,YFXLGGABXFQQEG,"""N-methylpyrazin-2-yl-N-[(3,4,5-trimethoxyphenyl)methyl]carboxamide CollisionEnergy:205060""",COc1cc(CN(C)C(=O)c2cnccn2)cc(OC)c1OC,238.0610,329,,,,,,,,Alkaloids
325,0.7287,10.9517,309.0957,298.1440,KFMXRGXNQZECTP,Nornuciferidine,COC1=C(C2=C3[C@@H]([C@H](C4=CC=CC=C42)O)NCCC3=C1)OC,173.1050,162,,,,,,Aporphine alkaloids; Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
326,0.4374,28.0561,287.1389,315.1950,NXCRMGUYKIJISM,KU036-7,OC1=CC(C(O)=O)=CC2=C1[C@H](C)CC[C@@]2([H])[C@@](CC/C=C(C)\CO)([H])C,287.2640,556,,,,,,Serrulatane and Biflorane diterpenoids,Diterpenoids,Terpenoids
327,0.8306,0.0013,433.1840,433.1827,OFVHHCDOMZQVQV,Alternaric acid,CC[C@H](C)[C@H]([C@@](/C=C/CC(=C)CCC(=O)C1C(=O)C[C@H](OC1=O)C)(C(=O)O)O)O,322.5970,716,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Diterpene lactones,Open-chain polyketides,Linear polyketides,Polyketides
328,0.6611,976.3909,673.4191,1649.8100,OGWKCGZFUXNPDA,Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,819.6560,1337,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
329,0.7513,0.0003,354.2149,354.2152,AVDUVLWDZJBEOB,AKOS027475301,CCN(CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1,358.1390,859,,,,,,Piperidine alkaloids,Lysine alkaloids,Alkaloids
331,0.5238,144.9648,433.2342,578.1990,DVWSPEXVOFZTQT,(2S)-3-(4-hydroxyphenyl)-2-[[1-[(2S)-2-[(4-methylphenyl)sulfonylamino]-4-methylsulfanylbutanoyl]piperidine-4-carbonyl]amino]propanoic acid,CSCC[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N2CCC(CC2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O,530.7310,1130,,,,,,,,Amino acids and Peptides
332,0.8217,8.9894,637.3114,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:102040,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,522.5970,1123,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
333,0.6649,47.0027,256.2273,303.2300,NLUNAYAEIJYXRB,8-HETE,CCCCC/C=C\C/C=C\C=C\C(C/C=C\CCCC(=O)O)O,343.9220,793,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatetraenoic acids,Hydroxy-hydroperoxyeicosatetraenoic acids,Eicosanoids,Fatty acids
334,0.6213,0.0002,229.1337,229.1335,KRVMLPUDAOWOGN,66611-26-5,COc1cc2c(cc1)[nH]cc2C1=CCNCC1,366.0310,885,,,,,,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
335,0.6649,85.0807,226.2163,311.2970,LVGKNOAMLMIIKO,Oleic acid ethyl ester,O=C(CCCCCCC/C=C\CCCCCCCC)OCC,392.2140,941,,,,,,Wax monoesters,Fatty esters,Fatty acids
336,0.5869,0.0002,273.1672,273.1670,LCTPTJJOHKRDCR,p(MeOx1-co-PheOx1-CH3) Na+,OCC[N+](CCNC(C1=CC=CC=C1)=O)([Na])C(C)=O,261.5760,434,,,,,,,,
337,0.6649,211.0520,264.1344,475.1864,OQRCXPBLWJEGKS,EiM07-17243,Cc1c2oc(=O)c3c(CCCC3)c2ccc1OCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,232.9510,304,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
338,0.6611,95.8690,307.1190,402.9880,WIWXESWGHSIZFN,"""1,3,6-tri-O-methylarthothelin""",O=C1C2=C(OC3=C1C(C)=CC(OC)=C3Cl)C(Cl)=C(OC)C(Cl)=C2OC,211.6280,238,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthones,Methyl xanthones,Xanthones,Polyketides
339,0.7513,0.0000,363.1816,363.1816,ALJIEVIJBAJISI,IQ 1,CC(=O)c1ccc(N/N=C(/C(N)=O)C2=NC(C)(C)Cc3ccccc23)cc1,396.9750,949,,,,,,,,
340,0.6611,317.1417,332.2333,649.3750,HXSUIFJHKMZLGO,Goniomedine A,CC[C@]1(C2)CC[C@]3([C@@]4(O)CC[N@@+]23CCC1)NC5=C4C=C(C[C@]6(C7=C(N8[C@]([H])(C(OC)=O)[C@@](/C(C9)=C\C)([H])C[C@]%10([H])N9CC6)C=CC=C7)[C@@]8%10O%11)C%11=C5,358.9650,860,,,,,,,,
341,0.7484,222.9976,663.2734,886.2710,XFANDVLPSBUGKD,Carbamoyl-Albicidn,C/C(C(NC1=CC=C(C(NC(CC#N)C(NC2=CC=C(C(NC3=CC=C(C(NC4=CC=C(C(O)=O)C(O)=C4OC)=O)C(O)=C3OC)=O)C=C2)=O)=O)C=C1)=O)=C\C5=CC=C(OC(N)=O)C=C5,559.6000,1179,,,,,,,,
342,0.3664,390.1219,278.1234,668.2453,DVBDEKRWCVSXGU,Cy3-YNE,C#CCNC(=O)CCCCC[N+]1=C(/C=C/C=C2\N(CC)c3c(cc(S(=O)(=O)O)cc3)C2(C)C)C(C)(C)c2c1ccc(S(=O)(=O)O)c2,33.8730,63,,,,,,,,
343,0.7513,0.0003,309.1343,309.1346,KXLWPFYBKZYMDQ,923107-23-7,Cc1cc2c(cc1C)n(CCc1noc(-c3ccco3)n1)cn2,272.8090,490,,,,,,,,Alkaloids
344,0.7174,72.9908,450.1538,523.1446,NYTZRFVFIRTFIX,NCGC00385200-01,COc1c(O)ccc(-c2c(OC)c(=O)c3c(O)c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)c1,327.0000,732,,,,,,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
345,0.4416,162.1093,504.2793,342.1700,DQCKKXVULJGBQN,Naltrexone,c12[C@]34[C@@]5([C@H]([N@](CC6CC6)CC4)Cc2ccc(c1O[C@H]3C(=O)CC5)O)O,297.8960,606,Organic compounds,Benzenoids,Phenanthrenes and derivatives,,Phenanthrenes and derivatives,Isoquinoline alkaloids; Morphinan alkaloids,Tyrosine alkaloids,Alkaloids
346,0.5869,0.0001,264.1131,264.1130,LBJLSCITQUDAQD,MMV688514,N=C(N)c1ccc(-c2cc(-c3ccccc3)on2)cc1,353.6730,834,,,,,,,,Alkaloids
347,0.6066,195.1126,389.1814,584.2940,LUZRJRNZXALNLM,Dihydroergotamine methanesulfonate salt,CN1C[C@@H](CC2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)NC5(C)OC6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,271.1920,477,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives,"Ergotamines, dihydroergotamines, and derivatives",Ergot alkaloids,Tryptophan alkaloids,Alkaloids
348,0.4677,124.1364,219.1591,343.2955,MRUAUOIMASANKQ,Lauramidopropyl betaine,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)=O,401.1880,962,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,,,
349,0.6611,7.9065,429.1934,437.0999,DYPADWACCKNIEC,HMS3463F14,O=S1(=O)C[C@H](NCCc2c[nH]c3ccccc23)[C@@H](S(=O)(=O)c2ccc(F)cc2)C1,442.6420,1018,,,,,,,,Alkaloids
350,0.7770,0.0001,207.1127,207.1128,DSVIHYOAKPVFEH,4-(Hydroxymethyl)-4-methyl-1-phenylpyrazolidin-3-one,CC1(CO)CN(NC1=O)C1C=CC=CC=1,227.7840,282,,,,,,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
351,0.6649,170.2188,787.3388,617.1200,DVGGLGXQSFURLP,Tiliroside,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5,465.7950,1051,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 3-O-p-coumaroyl glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
352,0.6649,58.0061,296.1389,354.1450,KBEFEQMDJBJJLL,,OC(=O)c1ccccc1NC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3,378.6210,921,,,,,,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
353,0.9397,0.0002,475.2324,475.2326,ZVFMDVFPBVFGPG,Austalide B,COc1c2C(=O)OCc2c(C)c2c1C[C@H]1[C@](C)(C[C@@H](O)[C@]34O[C@](OC)(CC[C@]13C)OC4(C)C)O2,422.0030,989,,,,,,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
354,0.3636,528.2683,515.3917,1043.6600,BOSPWDGVNSGRFD,"(1S,3S,7S,8S,11S,12S,14S,15R,16R)-15-[(2S,3R)-3-hydroxy-6-methyl-5-methylidene-4-oxoheptan-2-yl]-7,12,16-trimethyl-6-oxopentacyclo[9.7.0.0,.0,?.0,?]octadec-4-en-14-yl acetate",CC(C)C(C([C@H]([C@H](C)[C@H]([C@@H](C1)OC(C)=O)[C@](C)(CC2)[C@@]1(C)[C@@H](CC[C@@H]1[C@H]3C)[C@@]2(C2)[C@@]12C=CC3=O)O)=O)=C,699.6750,1271,,,,,,Cycloartane triterpenoids,Triterpenoids,Terpenoids
355,0.4648,7.0136,426.2736,419.2600,DQRUOTCFENUXKV,Ophiopogonoside A,OCC1OC(OC2C(CCC3(C)C(O)CCC(O)(C)C23)C(C)C)C(O)C(O)C1O,355.0180,845,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Eudesmane sesquiterpenoids,Sesquiterpenoids,Terpenoids
356,0.6611,86.0256,393.1557,479.1813,SSTKTMCDROXOIL,N-{2-[(4-ethyl-8-methyl-2-oxo-2H-chromen-7-yl)oxy]propanoyl}-5-hydroxytryptophan,CCc1cc(=O)oc2c1ccc(OC(C)C(=O)NC(Cc1c[nH]c3c1cc(O)cc3)C(=O)O)c2C,322.8670,720,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,N-acylserotonins,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
357,0.4612,32.9744,403.0926,436.0670,RHOLSEMRDFGQCE,"""2-{4-[(6-chloro(2H-benzo[d]1,3-dioxolan-5-yl))methylene]-2,5-dioxo(1,3-diazoli dinyl)}-N-(3-methylphenyl)acetamide CollisionEnergy:205060""",Cc1cccc(N=C(O)CN2C(=O)C(=Cc3cc4c(cc3Cl)OCO4)N=C2O)c1,284.0720,538,,,,,,,,Alkaloids
358,0.5251,171.9467,409.2933,581.2400,AAQMEKVMBSHQSI,"(2R)-2-(2-((11aS)-5-(3-methoxyphenyl)-1,3-dioxo-11,11a-dihydro-1H-imidazo[1',5':1,6]pyrido[3,4-b]indol-2(3H,5H,6H)-yl)benzamido)-4-methylpentanoic acid",O=C(O)C(NC(=O)C=1C=CC=CC1N2C(=O)N3C(C=4C=CC=C(OC)C4)C=5NC=6C=CC=CC6C5CC3C2=O)CC(C)C,663.3290,1229,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
359,0.4677,28.0310,225.1120,197.0810,IAJBQAYHSQIQRE,,COc1cc(OC)c(C=O)cc1OC,302.4360,624,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzoyl derivatives,,,Shikimates and Phenylpropanoids
360,0.6649,160.0522,275.1029,435.1551,SPWALZPBOHMQGX,EiM07-16825,CCc1cc(=O)oc2c1ccc(OCC(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)O)c2,238.1130,327,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
361,0.6399,100.7398,494.5662,595.3060,YEUGMACLLZSLDG,"1,11,21-trihydroxy-1,6,11,16,21,26-hexazacyclohentriacontane-2,5,12,15,22,25-hexone [IIN-based on: CCMSLIB00000845569]",ON1CCCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC1=O,715.7460,1289,,,,,,Cyclic peptides,Oligopeptides,Amino acids and Peptides
362,0.3669,200.1661,186.9809,387.1470,PZFKWKDGOCAIDK,CPP_387.1471_17.0,OC(=O)CCC(=O)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,688.4820,1255,,,,,,,,Alkaloids
363,0.6649,44.0009,416.1459,372.1450,XKKFNYKNDDHAQC,Duguetine N-oxide,C[N+]1([O-])[C@@]2([H])C3=C(C4=CC(OC)=C(OC)C=C4[C@@H]2O)C5=C(OCO5)C=C3CC1,313.7360,679,,,,,,,,
364,0.6076,2.0547,296.2194,298.2741,WFRLANWAASSSFV,Palmitoleoyl Ethanolamide,CCCCCC/C=C\CCCCCCCC(NCCO)=O,343.7800,792,,,,,,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
365,0.6644,24.0371,287.1749,311.2120,MZLZYEQWGKCFKZ,N4-methylantirhine,C=C[C@@H](CO)[C@](CC1)([H])C[C@@]([N@+]1(C)CC2)([H])C3=C2C4=C(N3)C=CC=C4,357.8950,852,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyridoindoles,Beta carbolines,,,
366,0.4369,39.0562,426.2728,387.2166,NZIVCAVTGFEAJT,159121-97-8,CC1CCC2C(C)(C)C(O)C(O)CC2(C)C12Cc1c(O)cc(CO)c(C=O)c1O2,348.7850,816,Organic compounds,Organoheterocyclic compounds,Benzofurans,,Benzofurans,Drimane sesquiterpenoids; Spriromeroterpenoids,Meroterpenoids; Sesquiterpenoids,Terpenoids
367,0.5949,0.0024,369.2976,369.3000,PGLOEFMRDXTYKH,3-hydroxy decanoic acid-C12:1,O=C(OC(CC(O)=O)CCCCCCC)CCCCCCCCCC=C,714.2210,1287,,,,,,,Fatty Acids and Conjugates,Fatty acids
368,0.9150,0.0003,118.0860,118.0863,KZSNJWFQEVHDMF,Valine,CC(C)C(C(=O)O)N,31.5200,68,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Valine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
369,0.4677,29.9854,269.1033,239.1179,WUWDLXZGHZSWQZ,Semaxanib,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc23)[nH]1,117.1250,100,,,,,,Simple oxindole alkaloids,Tryptophan alkaloids,Alkaloids
370,0.6649,196.0533,275.1027,471.1560,KPSVCBXPHRRKCB,(2S)-3-(1H-indol-3-yl)-2-[[2-(4-methyl-6-oxobenzo[c]chromen-3-yl)oxyacetyl]amino]propanoic acid,Cc1c(OCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)ccc4c5ccccc5c(=O)oc14,309.9650,663,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
371,0.8659,0.0023,651.2953,651.2930,GEZHEQNLKAOMCA,SCHEMBL12751296 CollisionEnergy:102040,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,481.9550,1068,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Pyranoxanthones,Plant xanthones,Xanthones,Shikimates and Phenylpropanoids
372,0.4677,427.3068,390.2752,817.5820,PFMAXGIVRQIQPX,"""(4R)-4-((3R,5S,7R,8R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",[H][C@@]1([C@H](O)C[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])[C@H](O)C[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)[C@@H](CCC(O)=O)C,335.6440,785,,,,,,Cholane steroids,Steroids,Terpenoids
373,0.6072,0.0021,261.1221,261.1200,DXZNCVRUZDRWLR,2-(4-oxoquinazolin-3(4H)-yl)ethyl isobutyrate,O=C(OCCN1C=NC=2C=CC=CC2C1=O)C(C)C,283.0690,541,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
374,0.7577,0.0004,452.1706,452.1710,JFVKWCYZKMUTLH,,COC1=C(OC)C=C2C(OC[C@@H]3OC4=C(C=CC5=C4C[C@H](O5)C(C)=C)C(=O)[C@]23O)=C1,249.3410,376,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,Rotenoids,Isoflavonoids,Shikimates and Phenylpropanoids
375,0.4416,58.0414,285.1449,343.1863,WOPYGCANEAIOEM,"4,5-dihydroxy-4,5,6-trimethyl-2,8-dioxa-13-azatricyclo[8.5.1.0¹³,¹⁶]hexadec-10-ene-3,7-dione",CC1C(=O)OCC2=CCN3CCC(OC(=O)C(C)(O)C1(C)O)C23,244.9690,358,Organic compounds,Organoheterocyclic compounds,Pyrrolizines,,Pyrrolizines,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
376,0.4654,28.9884,325.1376,296.1492,CVISOHZWXIVDFN,"(3aR,4R,6E,10Z,11aR)-4-hydroxy-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-6-carbaldehyde",C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(/C=O)C[C@@H](O)[C@@H]12,208.9110,230,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Germacranolides and derivatives,Germacrane sesquiterpenoids,Sesquiterpenoids,Terpenoids
377,0.4677,157.0907,325.1293,482.2200,DKEHZEITXOCNEH,"6-(2-oxo-2-(4-(2-(pyridin-4-yl)ethyl)piperazin-1-yl)ethyl)-6,6a-dihydroisoindolo[2,1-a]quinazoline-5,11-dione",O=C1C=2C=CC=CC2C3N1C=4C=CC=CC4C(=O)N3CC(=O)N5CCN(CCC=6C=CN=CC6)CC5,298.7600,609,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Indoloquinazolines,,,Alkaloids
378,0.5391,242.0950,193.0970,435.1920,MECOIUXDHVDHPE,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-2-(2-oxo-4-propylchromen-7-yl)oxyacetamide,CCCc1cc(=O)oc2cc(OCC(=O)NCCc3c[nH]c4ccc(OC)cc34)ccc12,497.2950,1086,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
379,0.7788,0.0004,163.0754,163.0750,KKVZAVRSVHUSPL,(E)-2-Methoxycinnamaldehyde,COc1ccccc1/C=C/C=O,294.2220,583,Organic compounds,Phenylpropanoids and polyketides,Cinnamaldehydes,,Cinnamaldehydes,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
380,0.3653,13.0316,219.0764,232.1080,BMBSGGZMJQTQSO,2-[(1S)-1-hydroxyethyl]-1H-quinazolin-4-one,C[C@H](O)C1=NC2=C(C=CC=C2)C(=O)N1,225.5920,277,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
381,0.6649,134.9329,800.3229,665.3900,AWFZJSUJFSUBQU,Ilexsaponin A1,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5C(O)(C)C(C)CCC5(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC43C,545.8370,1144,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Ursane and Taraxastane triterpenoids,Triterpenoids,Terpenoids
382,0.7788,0.0002,172.1694,172.1696,NWHNXXMYEICZAT,"1,2,2,6,6-Pentamethylpiperidin-4-ol",CN1C(C)(C)CC(O)CC1(C)C,423.8480,996,,,,,,Piperidine alkaloids,Lysine alkaloids,Alkaloids
383,0.3669,29.0732,313.0968,342.1700,DQCKKXVULJGBQN,Naltrexone,c12[C@]34[C@@]5([C@H]([N@](CC6CC6)CC4)Cc2ccc(c1O[C@H]3C(=O)CC5)O)O,390.2750,939,Organic compounds,Benzenoids,Phenanthrenes and derivatives,,Phenanthrenes and derivatives,Isoquinoline alkaloids; Morphinan alkaloids,Tyrosine alkaloids,Alkaloids
384,0.5869,0.0002,172.0968,172.0970,WRDMYTORSDPYMO,4_2_oxopyrrolidin_1_yl_butanoic_acid,C1CC(=O)N(C1)CCCC(=O)O,298.0160,605,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Heterocyclic fatty acids,Pyrrolidine alkaloids,Ornithine alkaloids,Alkaloids
385,0.3530,17.9641,344.1031,326.1390,LKBNGEQSWWXHSY,"N-cyclopropyl-3-(3,5-dimethyl-7-oxofuro[3,2-g]chromen-6-yl)propanamide""",Cc1coc2cc3oc(=O)c(CCC(=O)NC4CC4)c(C)c3cc12,271.3800,480,,,,,,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
